M(z=0.0) M/M0(z=0.27) M/M0(z=0.62) M/M0(z=1.0) M/M0(z=1.74) M/M0(z=2.48) M/M0(z=3.98) M/M0(z=5.49) res_star M_star ExpFit
11.465731 -0.027795792 -0.023714066 -0.22660446 -0.37185764 -0.4020195 -0.9894457 -1.5469847 0.17543411 9.539232 9.363798
11.487013 -0.017961502 -0.056485176 -0.10124016 -0.25723267 -0.3356266 -0.685997 -0.76448345 -0.0006942749 9.392063 9.392757
11.479178 -0.027432442 -0.056469917 -0.10515404 -0.1493454 -0.42656517 -0.6855717 -1.1476889 0.15843868 9.540561 9.382122
11.459532 -0.13312435 -0.18794727 -0.23318005 -0.7266226 -0.8366661 -1.3095226 -1.5190516 -0.28316212 9.07216 9.355322
11.463003 -0.025797844 -0.07690239 -0.064193726 -0.42373753 -0.5196676 -0.652997 -1.3839073 -0.043055534 9.317016 9.360071
11.401513 -0.05667782 -0.061217308 -0.36836052 -0.63041496 -0.7918215 -1.2600756 -1.4547758 0.1010561 9.376157 9.275101
11.404849 -0.029854774 -0.1227541 -0.09611416 -0.48519993 -0.7100649 -1.712594 -2.1213217 -0.048226357 9.231532 9.279758
11.419298 -0.18518448 -0.23028183 -0.28086472 -0.6701565 -0.67607117 -1.0984154 -1.7663107 0.070560455 9.370425 9.299865
11.4924965 -0.049254417 -0.07615757 -0.12301445 -0.19073677 -0.4223194 -1.0004826 -1.3285666 0.108781815 9.5089655 9.400184
11.454193 0.07186699 -0.011364937 -0.20167923 -0.2814474 -0.27640915 -0.8857956 -1.0699234 0.47758484 9.825593 9.348008
11.468457 -0.08698082 -0.24744797 -0.34615612 -0.47517204 -0.5508566 -0.95724297 -1.5744991 -0.1861391 9.181381 9.36752
11.484859 -0.019180298 -0.0796566 -0.11151123 -0.4099064 -0.4927435 -0.967227 -1.3622189 0.2543106 9.644148 9.389837
11.459636 -0.013057709 -0.04911995 -0.098903656 -0.27798748 -0.55100536 -0.7359724 -1.0843258 0.08208561 9.437551 9.355465
11.473641 -0.014785767 -0.054457664 -0.12299633 -0.16889954 -0.5113716 -0.7348585 -0.87817 -0.13506603 9.239522 9.374588
11.413688 -0.3470955 -0.29040718 -0.6601181 -0.9118099 -0.93490696 -1.5216465 -1.8559465 -0.79756165 8.494508 9.292069
11.473104 -0.014925957 -0.0864687 -0.054185867 -0.53222275 -0.65300274 -0.9055166 -1.334198 0.05275154 9.426606 9.373855
11.438627 -0.01866436 -0.11705303 -0.080186844 -0.4325447 -0.8651314 -1.2276745 -1.3791208 0.006207466 9.332812 9.326605
11.440044 -0.22414017 -0.3432436 -0.5073099 -0.49659538 -1.0276299 -1.6599016 -1.9305267 -0.43479252 8.893765 9.328558
11.485088 -0.29307556 -0.4123268 -0.34502316 -0.7812195 -0.9222603 -1.3305054 -1.534976 -0.46849155 8.921657 9.390148
11.490661 -0.11547661 -0.15731144 -0.19830322 -0.28115463 -0.6852436 -1.0970078 -1.5045376 -0.026507378 9.371192 9.397699
11.492433 -0.025558472 -0.05817604 -0.13620853 -0.25057888 -0.5112896 -0.98710823 -2.1668034 0.053975105 9.454074 9.400099
11.473439 -0.036872864 -0.06305885 -0.1281519 -0.13009644 -0.5207567 -0.8015423 -1.5693951 -0.13517857 9.239133 9.374311
11.487517 1.6212463e-05 -0.09802055 -0.16207695 -0.16153431 -0.56314564 -0.78325367 -0.9023104 0.05876255 9.452205 9.393442
11.490435 -0.01436615 -0.06074238 -0.09850025 -0.23071957 -0.3662901 -0.60264206 -1.5598049 0.43173218 9.829126 9.397394
11.473591 -0.076060295 -0.113796234 -0.14488125 -0.3200941 -0.63775253 -1.1196384 -1.557867 0.04125023 9.415769 9.374518
11.489884 -0.070586205 -0.108968735 -0.15015984 -0.24034119 -0.53586674 -1.2066174 -1.9419346 0.0061416626 9.40279 9.396648
11.416665 -0.015072823 -0.118888855 -0.17215729 -0.2547598 -0.46632862 -0.57748604 -1.2106571 0.13148594 9.427693 9.296207
11.44606 -0.085523605 -0.14025497 -0.21153831 -0.24634647 -0.6491718 -1.040268 -1.3478222 0.036444664 9.373284 9.33684
11.449143 -0.0081214905 -0.124837875 -0.14316559 -0.25790215 -0.3663988 -0.93916225 -1.1075268 -0.050434113 9.290643 9.341077
11.455666 -0.015041351 -0.068068504 -0.1340437 -0.18038177 -0.59613514 -0.9777155 -1.2986403 0.2527027 9.60273 9.350027
11.460606 0.16551018 0.024515152 0.08128929 -0.21952534 -0.48815727 -0.7791376 -1.0763359 0.31376266 9.670554 9.3567915
11.45298 -0.033111572 -0.09040165 -0.1572218 -0.20349312 -0.38106346 -0.85397243 -1.0959425 0.06036091 9.406706 9.346345
11.481592 0.083268166 -0.19554901 -0.26097298 -0.34967232 -0.44548702 -0.895607 -1.4612627 0.08902359 9.474426 9.385403
11.464035 -0.041477203 -0.07613087 -0.16510296 -0.24030113 -0.5185423 -0.9153786 -1.5593681 -0.13512611 9.226355 9.361481
11.483352 -0.0313406 -0.057990074 -0.028579712 -0.612443 -1.172121 -1.7124233 -2.7597828 -0.0719738 9.315817 9.387791
11.474027 -0.049980164 -0.0018320084 -0.18813896 -0.35014534 -0.54663277 -0.7623253 -1.2045059 0.16734123 9.542454 9.375113
11.464429 -0.027770996 -0.08278656 -0.1864233 -0.3238945 -0.6757517 -0.90009975 -1.2784624 -0.035987854 9.326033 9.3620205
11.461866 -0.03780079 -0.10476303 -0.0070943832 -0.7358494 -0.89077854 -1.4089441 -1.7566166 0.03317356 9.39169 9.358517
11.465388 -0.008971214 -0.113586426 -0.34180737 -0.47474957 -0.6962414 -1.182642 -1.3981113 -0.2350626 9.128267 9.36333
11.481872 0.005125046 -0.15906048 -0.30531693 -0.3520956 -0.473382 -0.6999922 -1.7025585 0.17488384 9.560665 9.385781
11.4958105 0.022928238 0.0016241074 -0.2629223 -0.36120796 -0.3612442 -1.095151 -1.3433323 0.14014816 9.544815 9.404667
11.436566 -0.013989449 -0.0705328 -0.060855865 -0.31816483 -0.42660904 -0.7816944 -1.1458178 0.006702423 9.330464 9.323762
11.441294 0.013793945 -0.07311535 -0.18127632 -0.45152378 -0.86117935 -1.7429934 -2.234355 0.015889168 9.346169 9.33028
11.430453 -0.082333565 -0.12715054 -0.20594406 -0.18842793 -0.60816574 -1.6114874 -1.9894314 0.024658203 9.339977 9.315319
11.44198 -0.06212616 -0.09877396 -0.32213593 -0.56845665 -0.9695492 -1.3687534 -2.196478 -0.3365507 8.994675 9.331225
11.475283 -0.03493023 -0.119036674 -0.11570549 -0.3346033 -0.6135483 -0.85277367 -1.3028727 -0.2808075 9.096015 9.376822
11.466874 -0.05620289 -0.048871994 -0.28142834 -0.41795063 -0.94818115 -1.4885578 -1.5344896 -0.26106644 9.104294 9.36536
11.47088 -0.06283569 -0.07449055 -0.17913437 -0.19868088 -0.5428953 -0.93526936 -1.0472088 0.061671257 9.432495 9.370824
11.4764185 -0.013586998 0.056549072 -0.063155174 -0.15527344 -0.38976955 -0.7728462 -0.921731 0.43943405 9.817802 9.378368
11.42999 -0.037164688 -0.093268394 -0.12184429 -0.53884697 -0.63582134 -0.92047215 -1.5082417 -0.26577663 9.048901 9.314677
11.459949 0.012111664 -0.019378662 -0.23570728 -0.27135277 -0.6259365 -0.9420128 -1.3709726 -0.08078766 9.2751045 9.355892
11.470339 -0.21194363 -0.45101166 -0.6582489 -0.74601555 -0.74095535 -1.2439871 -1.8063831 -0.71204853 8.658038 9.370087
11.498371 -0.017158508 -0.04514408 -0.08884621 -0.21121788 -0.36446476 -0.5365925 -0.88005257 0.24067593 9.648801 9.408125
11.407204 0.070547104 -0.2221489 -0.30492115 -0.47639847 -0.66280556 -0.9218378 -1.756443 -0.20034313 9.082698 9.283041
11.49256 -0.028114319 -0.055610657 -0.15098858 -0.25987625 -0.3732853 -0.6913862 -0.9068346 0.19508934 9.595361 9.400271
11.449924 0.029486656 -0.25509548 -0.21128845 -0.33118153 -0.80739117 -1.0720949 -1.4407005 0.18052483 9.5226755 9.342151
11.469407 -0.09327698 -0.12112999 -0.1322031 -0.54390717 -0.75838566 -0.9557371 -1.2154713 0.20282269 9.571639 9.368816
11.44468 -0.07714367 -0.12037468 -0.256505 -0.39215565 -0.9406061 -1.1351604 -1.6857681 -0.27985096 9.055091 9.334942
11.424085 -0.00881958 -0.33882904 -0.61663914 -0.782691 -1.192132 -1.8192053 -2.1484299 -0.6105881 8.695915 9.306503
11.456068 -0.044369698 -0.056043625 -0.25635433 -0.36227608 -0.47586536 -0.60132694 -1.1865473 0.049925804 9.400504 9.350578
11.441691 -0.087495804 -0.04652691 -0.20533943 -0.57436085 -1.0718889 -2.0864143 -2.6906843 0.031442642 9.36227 9.330828
11.469898 -0.0322361 -0.10576153 -0.13847828 -0.55581474 -0.5888195 -1.1643152 -1.86378 0.108942986 9.478429 9.369486
11.458386 -0.017635345 -0.173872 -0.319808 -0.33323002 -0.60141754 -0.8070679 -1.2533121 -0.08888817 9.264866 9.353754
11.498752 -0.017489433 -0.05021286 -0.09581375 -0.17880058 -0.3828678 -0.52122307 -0.750947 0.11868763 9.527327 9.408639
11.429098 -0.060214043 -0.10280895 -0.17902088 -0.3906088 -0.3837595 -0.84311295 -1.5461187 -0.15209389 9.16135 9.313444
11.463382 -0.01216507 -0.06433296 -0.11289215 -0.24472141 -0.44697952 -1.4855909 -2.2066708 0.03690338 9.397492 9.360589
11.49538 -0.04582882 0.004210472 -0.31094646 -0.45638847 -0.5715437 -0.95155334 -1.0559893 -0.08083153 9.323253 9.404084
11.458682 0.15208817 -0.20480251 -0.17996597 -0.40465546 -0.48666 -0.6917505 -1.2839279 0.1625967 9.516755 9.354158
11.459116 -0.02203846 -0.0613451 0.010155678 -0.7080202 -0.7412491 -1.2484703 -1.4508715 -0.09882736 9.255925 9.354753
11.462246 -0.015792847 -0.12975597 -0.1646204 -0.47150517 -0.76204777 -1.3045244 -1.90728 -0.026706696 9.332329 9.3590355
11.419716 -0.052865982 -0.15383625 -0.17022896 -0.58068085 -0.617753 -0.9060459 -1.1784925 -0.15839195 9.142053 9.300445
11.45701 -0.10144615 -0.18810749 -0.25998592 -0.42837048 -0.65347385 -1.2658653 -1.5586109 0.25135326 9.603223 9.35187
11.490661 -0.03569603 -0.04206848 -0.2548313 -0.27067375 -0.70688725 -0.9414396 -1.6182747 0.007803917 9.405503 9.397699
11.419641 -0.03665161 -0.104958534 -0.165761 -0.3438053 -0.3466673 -1.0650253 -1.1490469 0.010313988 9.310654 9.30034
11.4263735 0.050178528 -0.19354343 -0.12399101 -0.42093182 -0.5245161 -0.7388115 -1.2593718 -0.16963577 9.140038 9.309673
11.441818 -0.08850765 -0.1292963 -0.17243099 -0.29099655 -0.56556225 -0.62811375 -1.2128048 -0.012116432 9.318885 9.331001
11.403589 -0.018928528 -0.09894657 -0.08103943 -0.5856104 -0.84089756 -1.4574165 -2.1784248 -0.03559971 9.2424 9.278
11.431491 -0.011528015 -0.1373787 -0.16210365 -0.35247898 -0.5328388 -0.83932877 -1.2060299 0.1483717 9.465125 9.316753
11.46956 -0.009837151 -0.13113976 -0.07588577 -0.55322933 -0.73232937 -0.91002464 -1.1813765 -0.16116047 9.207864 9.369024
11.410807 -0.04578495 -0.07685566 -0.157094 -0.5451069 -0.8312187 -1.194356 -1.7267466 0.07567406 9.363734 9.28806
11.465371 -0.28944874 -0.34708405 -0.39972305 -0.4578619 -0.63062763 -1.5442219 -1.6995525 -0.2690897 9.094216 9.363306
11.477268 -0.024781227 -0.08188248 -0.115122795 -0.1411686 -0.54139614 -0.71127796 -0.8941431 0.31650734 9.696032 9.379524
11.466072 -0.035414696 -0.07565975 -0.07159233 -0.34763336 -0.6953974 -1.1313343 -1.6826267 -0.30107975 9.063185 9.3642645
11.455666 -0.06058216 -0.11148548 -0.13518906 -0.48922062 -0.55474854 -1.058795 -1.5566349 -0.080825806 9.269201 9.350027
11.487924 -0.011588097 -0.055010796 -0.102048874 -0.168787 -0.24781895 -0.5970373 -1.1204729 0.18122673 9.57522 9.393993
11.475902 -0.008073807 -0.11369133 -0.13289928 -0.3334551 -0.42890072 -0.711627 -1.333024 0.22745323 9.605119 9.3776655
11.487485 -0.019963264 -0.043810844 -0.0713377 -0.24462986 -0.29100037 -0.6604099 -1.0950441 0.17493343 9.568331 9.393397
11.450367 -0.037682533 -0.01675415 0.024464607 -0.22259331 -0.61125946 -0.75236607 -0.9737482 0.084900856 9.427658 9.342757
11.471369 0.032344818 -0.1468029 -0.19383812 -0.4495163 -0.5437975 -0.9051361 -1.5976448 0.056274414 9.427765 9.3714905
11.486508 -0.008059502 -0.044491768 -0.08132458 -0.190876 -0.33164597 -0.48508167 -1.1010036 0.29676628 9.688841 9.392075
11.467283 -0.057486534 -0.12945938 -0.108252525 -0.54243565 -0.81921005 -1.2362108 -1.4507847 -0.30577564 9.060142 9.365917
11.4685755 -0.091814995 -0.12830257 -0.17542934 -0.36962128 -0.5508547 -1.1017685 -1.5379457 0.079852104 9.447534 9.3676815
11.44554 -0.010806084 -0.10242462 -0.17828083 -0.3987646 -0.56663513 -0.6964874 -1.409298 -0.20442295 9.131701 9.336124
11.4859705 -0.020001411 -0.0431242 -0.09413719 -0.19092083 -0.32520294 -0.72644997 -0.98002243 0.21252918 9.603874 9.391345
11.464635 -0.026918411 -0.075974464 -0.10843277 -0.2921915 -0.6821785 -1.1301279 -1.3918304 -0.053697586 9.308603 9.362301
11.42729 -0.012216568 -0.07720184 -0.12274647 -0.29085922 -0.2905674 -0.75518036 -1.210536 0.21189976 9.522841 9.310942
11.444501 -0.08148861 -0.20244694 -0.1459198 -0.53390217 -0.91372013 -1.033248 -1.6113682 -0.3027897 9.031905 9.334695
11.471572 -0.03227234 -0.061522484 -0.15836906 -0.25877857 -0.31280994 -0.97971916 -1.5049648 -0.15931797 9.21245 9.371768
11.466003 0.0011091232 -0.09861755 -0.14271736 -0.3855772 -0.45712185 -0.97900677 -1.4882126 -0.09671879 9.267451 9.36417
11.475584 -0.032557487 -0.03681183 -0.023661613 -0.38203335 -0.4629984 -1.065301 -1.6387987 0.16788006 9.545112 9.377232
11.470034 -0.027043343 -0.090387344 -0.1733656 -0.21570873 -0.7140913 -0.8968048 -1.400197 0.023640633 9.3933115 9.369671
11.432728 -0.017654419 -0.116643906 -0.16929245 -0.6017275 -0.811532 -1.0160818 -1.2406187 -0.06654167 9.251921 9.318462
11.477652 -0.06232834 -0.07060528 -0.184556 -0.25061798 -0.6472416 -1.4993353 -1.6586857 -0.017892838 9.362153 9.380046
11.415189 -0.13254642 -0.19843483 -0.37255955 -0.65143013 -0.75351334 -1.082304 -1.8934803 -0.26232815 9.031828 9.294156
11.45118 -0.02750969 -0.07848835 -0.17642689 -0.5348501 -0.4910965 -1.060565 -1.306509 0.13830566 9.482181 9.343875
11.440497 -0.047834396 -0.08251667 -0.17875385 -0.51334 -0.75499153 -1.2021494 -1.5674419 0.03843689 9.3676195 9.329183
11.452275 -0.027871132 -0.071671486 -0.15520382 -0.16997147 -0.6648998 -0.9153576 -1.117075 0.058989525 9.404367 9.345378
11.474212 -0.021618843 -0.07317448 -0.1420002 -0.36807728 -0.53597164 -1.2155685 -1.6492243 0.55810165 9.933466 9.375364
11.421291 0.06238842 -0.3217411 -0.40517712 -0.9577036 -1.1815033 -1.5970526 -1.9071617 0.070635796 9.373266 9.30263
11.411969 -0.019104004 -0.062104225 -0.099155426 -0.2517538 -0.32737064 -0.6379194 -1.0415277 -0.033421516 9.256257 9.289679
11.441601 -0.07154274 -0.119550705 -0.16597271 -0.5130272 -0.58762836 -1.2589016 -1.6532488 0.010392189 9.341094 9.330702
11.478283 -0.002448082 -0.054725647 -0.115270615 -0.18404388 -0.32908726 -0.48423767 -0.88281155 0.17433167 9.555236 9.380904
11.4067335 -0.0097026825 -0.14952469 -0.20122337 -0.4143629 -0.9359894 -1.139636 -2.6831646 -0.46785545 8.814529 9.282385
11.454667 -0.053729057 -0.10753441 -0.17176437 -0.2619171 -0.29614735 -1.1053829 -1.6425772 -0.04394436 9.304714 9.348659
11.420551 0.007130623 -0.22292423 -0.27727795 -0.24316597 -0.8447943 -1.0878983 -1.5694551 0.021559715 9.323163 9.301603
11.442215 -0.026796341 -0.16942978 -0.16993618 -0.45542145 -0.7321663 -1.0101509 -1.5799999 0.09742451 9.428973 9.331549
11.449995 -0.013538361 -0.045381546 -0.14456081 -0.30949593 -0.6396799 -1.036808 -1.3585844 -0.1703968 9.17185 9.342247
11.456539 -0.015896797 -0.0736742 -0.20511627 -0.31466866 -0.47274303 -0.85203266 -1.5834837 0.024337769 9.375562 9.351224
11.406459 0.6401787 -0.13226318 -0.3970394 -0.49690437 -0.70347977 -1.2067137 -1.6735497 -0.013264656 9.268739 9.282003
11.429451 0.003074646 -0.17649078 -0.38325787 -0.5670986 -0.68084335 -0.92584705 -1.6082172 -0.2583046 9.055628 9.313932
11.4326725 -0.06186962 -0.14735413 -0.16776848 -0.42033005 -0.71289635 -0.92439365 -1.1530638 -0.064133644 9.254252 9.318386
11.4232 -0.09479427 -0.090826035 -0.18757343 -0.4476223 -0.59345436 -0.9494238 -1.7381067 0.22019291 9.525469 9.305276
11.455157 -0.03354454 -0.020900726 -0.32723808 -0.5793667 -0.7376728 -1.3840466 -1.4917994 0.055377007 9.404707 9.34933
11.454562 -0.028225899 -0.2510805 -0.3845129 -0.42456818 -0.9321022 -1.3259363 -1.6752491 -0.15029144 9.198222 9.348514
11.451004 -0.035585403 -0.07357311 -0.1266756 -0.27351856 -0.3606062 -0.8630791 -1.5099516 0.09386921 9.437501 9.343632
11.452734 -0.029232979 -0.060111046 -0.09858227 -0.5164566 -0.83646584 -1.1390696 -1.2915525 -0.013441086 9.332565 9.346006
11.467164 -0.04324913 -0.10397911 -0.17761898 -0.23191547 -0.5311184 -0.89233685 -1.3705235 -0.1237793 9.241976 9.365755
11.468473 -0.009236336 -0.09383774 -0.17731571 -0.15173912 -0.746418 -1.0522108 -1.6983929 -0.05851555 9.309027 9.367542
11.424536 -0.02276516 -0.053541183 -0.17350483 -0.38778782 -0.55074406 -0.6455555 -1.1368675 -0.16496277 9.142165 9.307128
11.437516 -0.050471306 -0.16689491 -0.21997452 -0.2819891 -0.47134113 -1.0225964 -1.4976091 0.30174828 9.626821 9.325072
11.465046 -0.034017563 0.027691841 -0.14932442 -0.56626797 -1.0920572 -1.7349176 -1.9256687 0.033402443 9.396265 9.362863
11.468202 -0.022912025 -0.030339241 -0.15499878 -0.31072426 -0.37168026 -1.4769506 -2.1872826 -0.09703159 9.27014 9.367171
11.481525 -0.035536766 -0.07738495 -0.10104656 -0.34403706 -0.5091305 -0.71493626 -1.2220573 0.1072731 9.492584 9.385311
11.444878 -0.1466732 -0.15744114 -0.32310486 -0.36069107 -0.7140064 -0.9315138 -1.3092499 0.1537962 9.489009 9.335213
11.451993 -0.067723274 -0.099723816 -0.16142368 -0.172122 -0.6706915 -0.95693207 -1.4417915 0.19178104 9.536771 9.34499
11.4629345 -0.04713154 -0.09655666 -0.11568928 -0.23524952 -0.2600155 -0.7661371 -0.9317131 0.08778477 9.447762 9.359977
11.472229 -0.06824589 -0.038764 -0.18402004 -0.42232418 -0.50020695 -0.81680393 -1.0697861 0.15886879 9.531532 9.3726635
11.429284 -0.024690628 -0.11749172 -0.16432571 -0.39340878 -0.5825033 -0.8429098 -1.4329653 0.20432854 9.51803 9.313702
11.448432 -0.0019788742 -0.14622402 -0.31876755 -0.5248337 -0.62225056 -0.7764292 -1.3490009 0.11654663 9.456647 9.3401
11.490191 -0.16190338 -0.19501495 -0.16112995 -0.60950756 -0.75839233 -0.9650402 -1.3690605 -0.4023056 8.994759 9.397064
11.465491 -0.049900055 -0.07526207 -0.1421814 -0.32502842 -0.38287067 -1.0652285 -1.6488056 -0.120560646 9.24291 9.363471
11.455911 -0.03541565 -0.08593845 -0.087646484 -0.63747597 -0.74140453 -0.9378233 -1.2676706 -0.35698223 8.993381 9.350363
11.4703045 -0.09057522 -0.15569496 -0.22124004 -0.33281612 -0.47162437 -0.7274389 -1.1102037 -0.024474144 9.345566 9.37004
11.486916 -0.042648315 -0.007206917 -0.04589367 -0.19491577 -0.39384842 -0.7954731 -1.1793594 0.3116398 9.704266 9.392626
11.463622 0.3227167 -0.071808815 -0.11353397 -0.2094078 -0.32956886 -0.76143646 -0.9544134 0.21906376 9.579981 9.360917
11.440371 -0.073477745 -0.12349129 -0.22614098 -0.25206566 -0.6302872 -1.1555443 -1.3102617 -0.17677975 9.152228 9.329008
11.480105 -0.024177551 -0.06204605 -0.11316967 -0.22342205 -0.29655457 -0.76559925 -1.224225 0.09478092 9.478163 9.383382
11.446756 -0.08619881 -0.15299988 -0.1476984 -0.45642376 -0.71486473 -1.2476425 -1.6416521 -0.3533945 8.984403 9.337797
11.451464 -0.008509636 -0.105838776 -0.15633774 -0.29114437 -0.45283413 -1.1434164 -1.2668009 -0.11977863 9.224484 9.344263
11.48794 -0.08791542 -0.10687828 -0.25295258 -0.4139967 -0.43830204 -1.0139971 -1.1269684 -0.07274437 9.321269 9.394013
11.459186 -0.03281212 -0.08303356 -0.047312737 -0.41106606 -0.69165707 -0.86409473 -0.9920044 0.010363579 9.365212 9.354849
11.416703 0.0040187836 -0.19509315 -0.26850128 -0.30219936 -0.45459747 -0.7061682 -1.057476 0.029168129 9.325429 9.296261
11.477152 -0.031879425 -0.004468918 -0.20806026 -0.34552765 -0.4016943 -0.68539715 -1.1428766 0.155406 9.534772 9.379366
11.429024 0.03009224 -0.32868004 -0.4347763 -0.41877365 -1.0269756 -1.4193106 -1.8071117 -0.2862854 9.027057 9.313342
11.483942 -0.03777504 -0.028661728 -0.16103554 -0.27902412 -0.42890167 -0.86791515 -1.1524525 0.062371254 9.450965 9.388594
11.476536 -0.051548958 -0.086631775 -0.10658455 -0.29203606 -0.8554592 -1.4727249 -1.8779058 0.2506981 9.629226 9.378528
11.445272 -0.118276596 -0.1819458 -0.21752834 -0.37365246 -0.5016527 -0.8128691 -0.8983145 0.041585922 9.377342 9.335756
11.447596 -0.046082497 -0.09419632 -0.14566135 -0.27104092 -0.3464985 -0.8872347 -1.23419 0.046052933 9.385004 9.338951
11.401216 -0.010661125 -0.086218834 -0.1517849 -0.87546825 -1.0644026 -1.4394913 -2.0755863 -0.1589489 9.115736 9.274685
11.47228 -0.018525124 -0.055729866 -0.09941769 -0.22408867 -0.31808186 -0.6034603 -0.87214184 0.20257854 9.575311 9.372732
11.419298 0.13618183 -0.26851177 -0.34333706 -0.39065838 -0.85606 -1.1766434 -1.9675522 0.17057419 9.470439 9.299865
11.443134 -0.097779274 -0.08896065 -0.420475 -0.56383324 -0.9745922 -1.350915 -2.2552185 -0.18071556 9.152099 9.332814
11.454211 -0.030748367 -0.049283028 -0.14115429 -0.37829208 -0.4152193 -1.4362717 -1.3793001 -0.022551537 9.325482 9.348034
11.4725485 -0.07178974 -0.21858501 -0.30020618 -0.55718803 -0.64950943 -1.1593695 -1.6364908 -0.2952547 9.077844 9.373098
11.436895 0.0015859604 -0.05994606 -0.384017 -0.5806217 -0.6721058 -1.258482 -1.8161774 0.18607712 9.510294 9.324217
11.465234 -0.020105362 -0.057385445 -0.06056118 -0.52641773 -0.6804743 -0.97370243 -1.6037054 -0.035842896 9.327276 9.363119
11.47174 -0.097948074 -0.09384823 -0.3771429 -0.5074587 -0.6066532 -0.9085016 -1.3893261 -0.15676403 9.215232 9.371996
11.418345 -0.16019821 -0.1967659 -0.1855154 -0.80099106 -0.92488575 -1.0135355 -1.5700741 -0.27877617 9.019766 9.298542
11.411524 0.020225525 -0.13178349 -0.2192545 -0.47960663 -0.4935007 -1.2055159 -1.521409 -0.39914608 8.889913 9.289059
11.464789 -0.041967392 -0.08589363 -0.16480446 -0.24359989 -0.3619547 -0.6589031 -1.655015 0.11644268 9.478954 9.362512
11.444088 0.03112793 0.023841858 -0.1472435 -0.38506126 -0.44261074 -0.68552494 -0.9588852 0.30581665 9.639942 9.3341255
11.487045 -0.02316475 -0.07488251 -0.10808754 -0.21733665 -0.27208424 -0.452322 -0.95027256 0.4374504 9.830253 9.392802
11.437261 0.007975578 -0.09278679 -0.13152981 -0.3255291 -0.6246319 -0.9603081 -1.3097506 -0.15318394 9.1715355 9.324719
11.454947 -0.20444965 -0.22960472 -0.3263216 -0.5560436 -0.7112694 -0.9092674 -1.3733606 -0.15519142 9.1938505 9.349042
11.478548 -0.025568008 -0.09197521 -0.17457485 -0.2294836 -0.54296494 -0.7514057 -0.8403597 0.30747318 9.688738 9.381265
11.404948 0.040431023 -0.36856747 -0.47157288 -0.45204258 -0.84624004 -1.2441111 -1.48141 -0.27712917 9.002767 9.279896
11.409349 0.025935173 -0.38545895 -0.69677544 -0.89399815 -0.9869995 -1.1968622 -1.4449062 0.1425085 9.42854 9.286032
11.432267 -0.04222107 -0.09826946 -0.17763615 -0.2566452 -0.51207733 -0.7613287 -0.9731684 -0.1641283 9.153698 9.317826
11.4557 -0.045747757 -0.024671555 -0.31886768 -0.520813 -0.69470406 -1.1506119 -1.3092413 0.019151688 9.3692255 9.350074
11.4608135 -0.066272736 -0.02419281 -0.34997082 -0.49892616 -1.008009 -1.0704012 -1.7555637 0.25985527 9.616932 9.357077
11.437807 0.12965775 -0.045083046 -0.12616158 -0.12882614 -0.468565 -0.72571754 -0.8832588 0.26700878 9.592483 9.325474
11.435468 -0.07864952 -0.046889305 -0.6479292 -0.7417946 -0.83533 -1.4656353 -2.086855 -0.033856392 9.28839 9.322247
11.454141 -0.013643265 -0.094127655 -0.10786247 -0.3742962 -0.47571945 -0.8517504 -1.2089224 -0.13056087 9.217375 9.347936
11.419888 -0.07363129 -0.22330761 -0.28874302 -0.38793945 -0.5231323 -0.8422766 -1.0358248 -0.0025367737 9.298145 9.300682
11.442864 -0.060869217 -0.022501945 -0.068924904 -0.27582836 -0.63440895 -0.78898907 -1.0190058 -0.302433 9.03001 9.332443
11.461142 -0.032583237 -0.073462486 -0.048805237 -0.44128895 -0.49131012 -0.9644861 -1.1331587 0.1544733 9.511998 9.357525
11.448948 -0.046010017 -0.08754158 -0.11174393 -0.46864033 -0.7147474 -2.2514162 -3.1840172 0.31842804 9.659237 9.340809
11.468236 -0.06267929 -0.10263252 -0.08172417 -0.43819523 -0.5733223 -0.7510395 -1.1813412 0.07631111 9.443529 9.367218
11.460156 -0.034737587 -0.025183678 -0.17928982 -0.25015736 -0.35476685 -0.9469452 -1.4143686 0.1851759 9.541353 9.356177
11.46228 -0.02328968 -0.067941666 -0.12452507 -0.35940552 -0.41086388 -1.2368193 -1.6658707 -0.044156075 9.314926 9.359082
11.467266 0.034752846 0.20686913 -0.14421749 -0.66106796 -0.88050365 -1.313734 -2.098959 0.36718082 9.733075 9.365894
11.440244 0.019288063 -0.1385088 -0.20636272 -0.32248974 -0.50762653 -0.6440735 -1.0473986 0.0143585205 9.343191 9.328833
11.421272 0.018880844 -0.14085007 -0.24648476 -0.33042812 -0.48661804 -0.9663601 -1.6801252 0.11467457 9.417278 9.302604
11.455543 -0.009196281 -0.0621109 -0.092681885 -0.21575451 -0.33004856 -0.7547474 -1.2390919 0.27838135 9.62824 9.349858
11.469966 0.036169052 -0.13877869 -0.20012283 -0.30292988 -0.40000153 -0.57985115 -0.98362064 -0.0017309189 9.3678465 9.369577
11.460259 -0.015220642 -0.031180382 -0.09491444 -0.23506546 -0.5114937 -0.67747307 -1.2646341 0.23942089 9.595738 9.3563175
11.422728 -0.079883575 -0.13891411 -0.2290163 -0.39026928 -0.4627533 -1.3658428 -1.5984888 -0.20127964 9.103343 9.304623
11.433429 0.002295494 -0.14170933 -0.45626926 -0.5723133 -0.9153414 -1.3085346 -1.4889565 -0.18880463 9.130626 9.31943
